,Time,Event,Part,Process,Machine
49,9.0,Finished,Part2_0,Process3,M3
50,9.0,Started,Part1_0,Process3,M3
51,10.0,Finished,Part4_1,Process4,M4
52,10.0,Finished,Part4_0,Process0,M0
53,10.0,Started,Part3_0,Process4,M4
54,10.0,Started,Part4_1,Process0,M0
55,12.0,Finished,Part0_1,Process1,M1
56,12.0,Started,Part4_0,Process1,M1
57,13.0,Finished,Part0_0,Process2,M2
58,13.0,Started,Part0_1,Process2,M2
59,14.0,Finished,Part1_0,Process3,M3
60,14.0,Started,Part0_0,Process3,M3
61,15.0,Finished,Part3_0,Process4,M4
62,15.0,Finished,Part4_1,Process0,M0
63,15.0,Started,Part2_0,Process4,M4
64,15.0,Started,Part3_0,Process0,M0
65,17.0,Finished,Part4_0,Process1,M1
66,17.0,Started,Part4_1,Process1,M1
67,18.0,Finished,Part0_1,Process2,M2
68,18.0,Started,Part4_0,Process2,M2
69,19.0,Finished,Part0_0,Process3,M3
70,19.0,Started,Part0_1,Process3,M3
71,20.0,Finished,Part2_0,Process4,M4
72,20.0,Finished,Part3_0,Process0,M0
73,20.0,Started,Part1_0,Process4,M4
74,20.0,Started,Part2_0,Process0,M0
75,22.0,Finished,Part4_1,Process1,M1
76,22.0,Started,Part3_0,Process1,M1
77,23.0,Finished,Part4_0,Process2,M2
78,23.0,Started,Part4_1,Process2,M2
79,24.0,Finished,Part0_1,Process3,M3
80,24.0,Started,Part4_0,Process3,M3
81,25.0,Finished,Part1_0,Process4,M4
82,25.0,Finished,Part2_0,Process0,M0
83,25.0,Started,Part0_0,Process4,M4
84,25.0,Started,Part1_0,Process0,M0
85,27.0,Finished,Part3_0,Process1,M1
86,27.0,Started,Part2_0,Process1,M1
87,28.0,Finished,Part4_1,Process2,M2
88,28.0,Started,Part3_0,Process2,M2
89,29.0,Finished,Part4_0,Process3,M3
90,29.0,Completed,Part4_0,Sink,
91,29.0,Started,Part4_1,Process3,M3
92,30.0,Finished,Part0_0,Process4,M4
93,30.0,Finished,Part1_0,Process0,M0
94,30.0,Completed,Part0_0,Sink,
95,30.0,Completed,Part1_0,Sink,
96,30.0,Started,Part0_1,Process4,M4
97,32.0,Finished,Part2_0,Process1,M1
98,32.0,Completed,Part2_0,Sink,
99,33.0,Part2 Created,Part2_1,Source2,
100,33.0,Finished,Part3_0,Process2,M2
101,33.0,Routing Start,Part2_1,Source2,
102,33.0,Completed,Part3_0,Sink,
103,33.0,Routing Finished,Part2_1,Source2,
104,33.0,Part transferred from Source,Part2_1,Process2,
105,33.0,Started,Part2_1,Process2,M2
106,34.0,Finished,Part4_1,Process3,M3
107,34.0,Completed,Part4_1,Sink,
108,35.0,Finished,Part0_1,Process4,M4
109,35.0,Completed,Part0_1,Sink,
110,36.0,Finished,Part2_1,Process2,M2
111,36.0,Started,Part2_1,Process3,M3
112,38.0,Part4 Created,Part4_2,Source4,
113,38.0,Routing Start,Part4_2,Source4,
114,38.0,Routing Finished,Part4_2,Source4,
115,38.0,Part transferred from Source,Part4_2,Process4,
116,38.0,Started,Part4_2,Process4,M4
117,41.0,Finished,Part2_1,Process3,M3
118,43.0,Part1 Created,Part1_1,Source1,
119,43.0,Part4 Created,Part4_3,Source4,
120,43.0,Finished,Part4_2,Process4,M4
121,43.0,Routing Start,Part1_1,Source1,
122,43.0,Routing Start,Part4_3,Source4,
123,43.0,Routing Finished,Part1_1,Source1,
124,43.0,Part transferred from Source,Part1_1,Process1,
125,43.0,Routing Finished,Part4_3,Source4,
126,43.0,Part transferred from Source,Part4_3,Process4,
127,43.0,Started,Part2_1,Process4,M4
128,43.0,Started,Part1_1,Process1,M1
129,43.0,Started,Part4_2,Process0,M0
130,45.0,Finished,Part1_1,Process1,M1
131,45.0,Started,Part1_1,Process2,M2
132,46.0,Part0 Created,Part0_2,Source0,
133,46.0,Routing Start,Part0_2,Source0,
134,46.0,Routing Finished,Part0_2,Source0,
135,46.0,Part transferred from Source,Part0_2,Process0,
136,48.0,Finished,Part2_1,Process4,M4
137,48.0,Finished,Part4_2,Process0,M0
138,48.0,Started,Part4_3,Process4,M4
139,48.0,Started,Part0_2,Process0,M0
140,48.0,Started,Part4_2,Process1,M1
141,49.0,Finished,Part0_2,Process0,M0
142,49.0,Started,Part2_1,Process0,M0
143,50.0,Finished,Part1_1,Process2,M2
144,50.0,Started,Part1_1,Process3,M3
145,51.0,Part2 Created,Part2_2,Source2,
146,51.0,Routing Start,Part2_2,Source2,
147,51.0,Routing Finished,Part2_2,Source2,
148,51.0,Part transferred from Source,Part2_2,Process2,
149,51.0,Started,Part2_2,Process2,M2
150,53.0,Finished,Part4_3,Process4,M4
151,53.0,Finished,Part4_2,Process1,M1
152,53.0,Started,Part0_2,Process1,M1
153,54.0,Finished,Part2_1,Process0,M0
154,54.0,Finished,Part2_2,Process2,M2
155,54.0,Started,Part4_3,Process0,M0
156,54.0,Started,Part4_2,Process2,M2
157,55.0,Finished,Part1_1,Process3,M3
158,55.0,Started,Part2_2,Process3,M3
159,55.0,Started,Part1_1,Process4,M4
160,57.0,Part0 Created,Part0_3,Source0,
161,57.0,Routing Start,Part0_3,Source0,
162,57.0,Routing Finished,Part0_3,Source0,
163,57.0,Part transferred from Source,Part0_3,Process0,
164,58.0,Finished,Part0_2,Process1,M1
165,58.0,Started,Part2_1,Process1,M1
166,59.0,Part2 Created,Part2_3,Source2,
167,59.0,Finished,Part4_3,Process0,M0
168,59.0,Finished,Part4_2,Process2,M2
169,59.0,Routing Start,Part2_3,Source2,
170,59.0,Routing Finished,Part2_3,Source2,
171,59.0,Part transferred from Source,Part2_3,Process2,
172,59.0,Started,Part0_3,Process0,M0
173,59.0,Started,Part0_2,Process2,M2
174,60.0,Finished,Part2_2,Process3,M3
175,60.0,Finished,Part1_1,Process4,M4
176,60.0,Finished,Part0_3,Process0,M0
177,60.0,Started,Part4_2,Process3,M3
178,60.0,Started,Part2_2,Process4,M4
179,60.0,Started,Part1_1,Process0,M0
180,63.0,Finished,Part2_1,Process1,M1
181,63.0,Completed,Part2_1,Sink,
182,63.0,Started,Part4_3,Process1,M1
183,64.0,Finished,Part0_2,Process2,M2
184,64.0,Started,Part2_3,Process2,M2
185,65.0,Part1 Created,Part1_2,Source1,
186,65.0,Finished,Part4_2,Process3,M3
187,65.0,Finished,Part2_2,Process4,M4
188,65.0,Finished,Part1_1,Process0,M0
189,65.0,Routing Start,Part1_2,Source1,
190,65.0,Completed,Part4_2,Sink,
191,65.0,Completed,Part1_1,Sink,
192,65.0,Routing Finished,Part1_2,Source1,
193,65.0,Part transferred from Source,Part1_2,Process1,
194,65.0,Started,Part0_2,Process3,M3
195,65.0,Started,Part2_2,Process0,M0
196,67.0,Part3 Created,Part3_1,Source3,
197,67.0,Finished,Part2_3,Process2,M2
198,67.0,Routing Start,Part3_1,Source3,
199,67.0,Routing Finished,Part3_1,Source3,
200,67.0,Part transferred from Source,Part3_1,Process3,
201,68.0,Finished,Part4_3,Process1,M1
202,68.0,Started,Part0_3,Process1,M1
203,68.0,Started,Part4_3,Process2,M2
204,70.0,Part2 Created,Part2_4,Source2,
205,70.0,Finished,Part0_2,Process3,M3
206,70.0,Finished,Part2_2,Process0,M0
207,70.0,Routing Start,Part2_4,Source2,
208,70.0,Routing Finished,Part2_4,Source2,
209,70.0,Part transferred from Source,Part2_4,Process2,
210,70.0,Started,Part3_1,Process3,M3
211,70.0,Started,Part0_2,Process4,M4
212,71.0,Part3 Created,Part3_2,Source3,
213,71.0,Routing Start,Part3_2,Source3,
214,71.0,Routing Finished,Part3_2,Source3,
215,71.0,Part transferred from Source,Part3_2,Process3,
216,72.0,Part3 Created,Part3_3,Source3,
217,72.0,Routing Start,Part3_3,Source3,
218,72.0,Routing Finished,Part3_3,Source3,
219,72.0,Part transferred from Source,Part3_3,Process3,
220,73.0,Finished,Part0_3,Process1,M1
221,73.0,Finished,Part4_3,Process2,M2
222,73.0,Started,Part1_2,Process1,M1
223,73.0,Started,Part2_4,Process2,M2
224,74.0,Finished,Part3_1,Process3,M3
225,74.0,Started,Part2_3,Process3,M3
226,75.0,Finished,Part0_2,Process4,M4
227,75.0,Finished,Part1_2,Process1,M1
228,75.0,Completed,Part0_2,Sink,
229,75.0,Started,Part3_1,Process4,M4
230,75.0,Started,Part2_2,Process1,M1
231,76.0,Part1 Created,Part1_3,Source1,
232,76.0,Finished,Part2_4,Process2,M2
233,76.0,Routing Start,Part1_3,Source1,
234,76.0,Routing Finished,Part1_3,Source1,
235,76.0,Part transferred from Source,Part1_3,Process1,
236,76.0,Started,Part0_3,Process2,M2
237,77.0,Part3 Created,Part3_4,Source3,
238,77.0,Routing Start,Part3_4,Source3,
239,77.0,Routing Finished,Part3_4,Source3,
240,77.0,Part transferred from Source,Part3_4,Process3,
241,79.0,Finished,Part2_3,Process3,M3
242,79.0,Started,Part3_2,Process3,M3
243,80.0,Finished,Part3_1,Process4,M4
244,80.0,Finished,Part2_2,Process1,M1
245,80.0,Completed,Part2_2,Sink,
246,80.0,Started,Part2_3,Process4,M4
247,80.0,Started,Part1_3,Process1,M1
248,80.0,Started,Part3_1,Process0,M0
249,81.0,Finished,Part0_3,Process2,M2
250,81.0,Started,Part1_2,Process2,M2
251,82.0,Finished,Part1_3,Process1,M1
252,83.0,Finished,Part3_2,Process3,M3
253,83.0,Started,Part3_3,Process3,M3
254,85.0,Finished,Part2_3,Process4,M4
255,85.0,Finished,Part3_1,Process0,M0
256,85.0,Started,Part3_2,Process4,M4
257,85.0,Started,Part2_3,Process0,M0
258,85.0,Started,Part3_1,Process1,M1
259,86.0,Finished,Part1_2,Process2,M2
260,86.0,Started,Part1_3,Process2,M2
261,87.0,Finished,Part3_3,Process3,M3
262,87.0,Started,Part4_3,Process3,M3
263,88.0,Part2 Created,Part2_5,Source2,
264,88.0,Routing Start,Part2_5,Source2,
265,88.0,Routing Finished,Part2_5,Source2,
266,88.0,Part transferred from Source,Part2_5,Process2,
267,90.0,Part0 Created,Part0_4,Source0,
268,90.0,Finished,Part3_2,Process4,M4
269,90.0,Finished,Part2_3,Process0,M0
270,90.0,Finished,Part3_1,Process1,M1
271,90.0,Routing Start,Part0_4,Source0,
272,90.0,Routing Finished,Part0_4,Source0,
273,90.0,Part transferred from Source,Part0_4,Process0,
274,90.0,Started,Part3_3,Process4,M4
275,90.0,Started,Part0_4,Process0,M0
276,90.0,Started,Part2_3,Process1,M1
277,91.0,Finished,Part1_3,Process2,M2
278,91.0,Finished,Part0_4,Process0,M0
279,91.0,Started,Part2_5,Process2,M2
280,91.0,Started,Part3_2,Process0,M0
281,92.0,Finished,Part4_3,Process3,M3
282,92.0,Completed,Part4_3,Sink,
283,92.0,Started,Part2_4,Process3,M3
284,94.0,Finished,Part2_5,Process2,M2
285,94.0,Started,Part3_1,Process2,M2
286,95.0,Part4 Created,Part4_4,Source4,
287,95.0,Finished,Part3_3,Process4,M4
288,95.0,Finished,Part2_3,Process1,M1
289,95.0,Routing Start,Part4_4,Source4,
290,95.0,Completed,Part2_3,Sink,
291,95.0,Routing Finished,Part4_4,Source4,
292,95.0,Part transferred from Source,Part4_4,Process4,
293,95.0,Started,Part0_4,Process1,M1
294,95.0,Started,Part4_4,Process4,M4
295,96.0,Finished,Part3_2,Process0,M0
296,96.0,Started,Part3_3,Process0,M0
297,97.0,Finished,Part2_4,Process3,M3
298,97.0,Started,Part3_4,Process3,M3
299,98.0,Part4 Created,Part4_5,Source4,
300,98.0,Routing Start,Part4_5,Source4,
301,98.0,Routing Finished,Part4_5,Source4,
302,98.0,Part transferred from Source,Part4_5,Process4,
303,99.0,Finished,Part3_1,Process2,M2
304,99.0,Completed,Part3_1,Sink,
