,Time,Event,Part,Process,Machine
49,12.0,Part0 Created,Part0_1,Source0,
50,12.0,Routing Start,Part0_1,Source0,
51,12.0,Routing Finished,Part0_1,Source0,
52,12.0,Part transferred from Source,Part0_1,Process0,
53,13.0,Finished,Part0_0,Process2,M2
54,14.0,Finished,Part1_0,Process3,M3
55,14.0,Started,Part0_0,Process3,M3
56,15.0,Finished,Part4_1,Process4,M4
57,15.0,Finished,Part3_0,Process0,M0
58,15.0,Finished,Part4_0,Process1,M1
59,15.0,Started,Part2_0,Process4,M4
60,15.0,Started,Part0_1,Process0,M0
61,15.0,Started,Part3_0,Process1,M1
62,15.0,Started,Part4_0,Process2,M2
63,16.0,Finished,Part0_1,Process0,M0
64,16.0,Started,Part4_1,Process0,M0
65,19.0,Finished,Part0_0,Process3,M3
66,20.0,Finished,Part2_0,Process4,M4
67,20.0,Finished,Part3_0,Process1,M1
68,20.0,Finished,Part4_0,Process2,M2
69,20.0,Started,Part1_0,Process4,M4
70,20.0,Started,Part0_1,Process1,M1
71,20.0,Started,Part3_0,Process2,M2
72,20.0,Started,Part4_0,Process3,M3
73,21.0,Finished,Part4_1,Process0,M0
74,21.0,Started,Part2_0,Process0,M0
75,25.0,Finished,Part1_0,Process4,M4
76,25.0,Finished,Part0_1,Process1,M1
77,25.0,Finished,Part3_0,Process2,M2
78,25.0,Finished,Part4_0,Process3,M3
79,25.0,Completed,Part3_0,Sink,
80,25.0,Completed,Part4_0,Sink,
81,25.0,Started,Part0_0,Process4,M4
82,25.0,Started,Part4_1,Process1,M1
83,25.0,Started,Part0_1,Process2,M2
84,26.0,Part2 Created,Part2_1,Source2,
85,26.0,Finished,Part2_0,Process0,M0
86,26.0,Routing Start,Part2_1,Source2,
87,26.0,Routing Finished,Part2_1,Source2,
88,26.0,Part transferred from Source,Part2_1,Process2,
89,26.0,Started,Part1_0,Process0,M0
90,28.0,Part2 Created,Part2_2,Source2,
91,28.0,Routing Start,Part2_2,Source2,
92,28.0,Routing Finished,Part2_2,Source2,
93,28.0,Part transferred from Source,Part2_2,Process2,
94,30.0,Finished,Part0_0,Process4,M4
95,30.0,Finished,Part4_1,Process1,M1
96,30.0,Finished,Part0_1,Process2,M2
97,30.0,Completed,Part0_0,Sink,
98,30.0,Started,Part2_0,Process1,M1
99,30.0,Started,Part2_1,Process2,M2
100,30.0,Started,Part0_1,Process3,M3
101,31.0,Part3 Created,Part3_1,Source3,
102,31.0,Finished,Part1_0,Process0,M0
103,31.0,Routing Start,Part3_1,Source3,
104,31.0,Completed,Part1_0,Sink,
105,31.0,Routing Finished,Part3_1,Source3,
106,31.0,Part transferred from Source,Part3_1,Process3,
107,33.0,Finished,Part2_1,Process2,M2
108,33.0,Started,Part2_2,Process2,M2
109,35.0,Finished,Part2_0,Process1,M1
110,35.0,Finished,Part0_1,Process3,M3
111,35.0,Completed,Part2_0,Sink,
112,35.0,Started,Part3_1,Process3,M3
113,35.0,Started,Part0_1,Process4,M4
114,36.0,Finished,Part2_2,Process2,M2
115,36.0,Started,Part4_1,Process2,M2
116,38.0,Part1 Created,Part1_1,Source1,
117,38.0,Part0 Created,Part0_2,Source0,
118,38.0,Routing Start,Part1_1,Source1,
119,38.0,Routing Start,Part0_2,Source0,
120,38.0,Routing Finished,Part1_1,Source1,
121,38.0,Part transferred from Source,Part1_1,Process1,
122,38.0,Routing Finished,Part0_2,Source0,
123,38.0,Part transferred from Source,Part0_2,Process0,
124,38.0,Started,Part1_1,Process1,M1
125,38.0,Started,Part0_2,Process0,M0
126,39.0,Finished,Part3_1,Process3,M3
127,39.0,Finished,Part0_2,Process0,M0
128,39.0,Started,Part2_1,Process3,M3
129,40.0,Finished,Part0_1,Process4,M4
130,40.0,Finished,Part1_1,Process1,M1
131,40.0,Completed,Part0_1,Sink,
132,40.0,Started,Part3_1,Process4,M4
133,40.0,Started,Part0_2,Process1,M1
134,41.0,Finished,Part4_1,Process2,M2
135,41.0,Started,Part1_1,Process2,M2
136,43.0,Part4 Created,Part4_2,Source4,
137,43.0,Routing Start,Part4_2,Source4,
138,43.0,Routing Finished,Part4_2,Source4,
139,43.0,Part transferred from Source,Part4_2,Process4,
140,44.0,Part3 Created,Part3_2,Source3,
141,44.0,Finished,Part2_1,Process3,M3
142,44.0,Routing Start,Part3_2,Source3,
143,44.0,Routing Finished,Part3_2,Source3,
144,44.0,Part transferred from Source,Part3_2,Process3,
145,44.0,Started,Part2_2,Process3,M3
146,45.0,Finished,Part3_1,Process4,M4
147,45.0,Finished,Part0_2,Process1,M1
148,45.0,Started,Part4_2,Process4,M4
149,45.0,Started,Part3_1,Process0,M0
150,46.0,Finished,Part1_1,Process2,M2
151,46.0,Started,Part0_2,Process2,M2
152,49.0,Part3 Created,Part3_3,Source3,
153,49.0,Finished,Part2_2,Process3,M3
154,49.0,Routing Start,Part3_3,Source3,
155,49.0,Routing Finished,Part3_3,Source3,
156,49.0,Part transferred from Source,Part3_3,Process3,
157,49.0,Started,Part4_1,Process3,M3
158,50.0,Finished,Part4_2,Process4,M4
159,50.0,Finished,Part3_1,Process0,M0
160,50.0,Started,Part2_1,Process4,M4
161,50.0,Started,Part4_2,Process0,M0
162,50.0,Started,Part3_1,Process1,M1
163,51.0,Finished,Part0_2,Process2,M2
164,54.0,Finished,Part4_1,Process3,M3
165,54.0,Completed,Part4_1,Sink,
166,54.0,Started,Part3_2,Process3,M3
167,55.0,Finished,Part2_1,Process4,M4
168,55.0,Finished,Part4_2,Process0,M0
169,55.0,Finished,Part3_1,Process1,M1
170,55.0,Started,Part2_2,Process4,M4
171,55.0,Started,Part2_1,Process0,M0
172,55.0,Started,Part4_2,Process1,M1
173,55.0,Started,Part3_1,Process2,M2
174,56.0,Part4 Created,Part4_3,Source4,
175,56.0,Routing Start,Part4_3,Source4,
176,56.0,Routing Finished,Part4_3,Source4,
177,56.0,Part transferred from Source,Part4_3,Process4,
178,58.0,Finished,Part3_2,Process3,M3
179,58.0,Started,Part1_1,Process3,M3
180,60.0,Finished,Part2_2,Process4,M4
181,60.0,Finished,Part2_1,Process0,M0
182,60.0,Finished,Part4_2,Process1,M1
183,60.0,Finished,Part3_1,Process2,M2
184,60.0,Completed,Part3_1,Sink,
185,60.0,Started,Part4_3,Process4,M4
186,60.0,Started,Part2_2,Process0,M0
187,60.0,Started,Part2_1,Process1,M1
188,60.0,Started,Part4_2,Process2,M2
189,63.0,Finished,Part1_1,Process3,M3
190,63.0,Started,Part3_3,Process3,M3
191,65.0,Finished,Part4_3,Process4,M4
192,65.0,Finished,Part2_2,Process0,M0
193,65.0,Finished,Part2_1,Process1,M1
194,65.0,Finished,Part4_2,Process2,M2
195,65.0,Completed,Part2_1,Sink,
196,65.0,Started,Part3_2,Process4,M4
197,65.0,Started,Part4_3,Process0,M0
198,65.0,Started,Part2_2,Process1,M1
199,67.0,Finished,Part3_3,Process3,M3
200,67.0,Started,Part0_2,Process3,M3
201,68.0,Part2 Created,Part2_3,Source2,
202,68.0,Routing Start,Part2_3,Source2,
203,68.0,Routing Finished,Part2_3,Source2,
204,68.0,Part transferred from Source,Part2_3,Process2,
205,68.0,Started,Part2_3,Process2,M2
206,69.0,Part1 Created,Part1_2,Source1,
207,69.0,Routing Start,Part1_2,Source1,
208,69.0,Routing Finished,Part1_2,Source1,
209,69.0,Part transferred from Source,Part1_2,Process1,
210,70.0,Finished,Part3_2,Process4,M4
211,70.0,Finished,Part4_3,Process0,M0
212,70.0,Finished,Part2_2,Process1,M1
213,70.0,Completed,Part2_2,Sink,
214,70.0,Started,Part1_1,Process4,M4
215,70.0,Started,Part1_2,Process1,M1
216,70.0,Started,Part3_2,Process0,M0
217,71.0,Finished,Part2_3,Process2,M2
218,72.0,Finished,Part0_2,Process3,M3
219,72.0,Finished,Part1_2,Process1,M1
220,72.0,Started,Part4_2,Process3,M3
221,72.0,Started,Part4_3,Process1,M1
222,72.0,Started,Part1_2,Process2,M2
223,74.0,Part0 Created,Part0_3,Source0,
224,74.0,Routing Start,Part0_3,Source0,
225,74.0,Routing Finished,Part0_3,Source0,
226,74.0,Part transferred from Source,Part0_3,Process0,
227,75.0,Finished,Part1_1,Process4,M4
228,75.0,Finished,Part3_2,Process0,M0
229,75.0,Started,Part3_3,Process4,M4
230,75.0,Started,Part0_3,Process0,M0
231,76.0,Finished,Part0_3,Process0,M0
232,76.0,Started,Part1_1,Process0,M0
233,77.0,Finished,Part4_2,Process3,M3
234,77.0,Finished,Part4_3,Process1,M1
235,77.0,Finished,Part1_2,Process2,M2
236,77.0,Completed,Part4_2,Sink,
237,77.0,Started,Part2_3,Process3,M3
238,77.0,Started,Part3_2,Process1,M1
239,77.0,Started,Part4_3,Process2,M2
240,78.0,Part3 Created,Part3_4,Source3,
241,78.0,Routing Start,Part3_4,Source3,
242,78.0,Routing Finished,Part3_4,Source3,
243,78.0,Part transferred from Source,Part3_4,Process3,
244,79.0,Part3 Created,Part3_5,Source3,
245,79.0,Routing Start,Part3_5,Source3,
246,79.0,Routing Finished,Part3_5,Source3,
247,79.0,Part transferred from Source,Part3_5,Process3,
248,80.0,Finished,Part3_3,Process4,M4
249,80.0,Started,Part0_2,Process4,M4
250,81.0,Finished,Part1_1,Process0,M0
251,81.0,Completed,Part1_1,Sink,
252,81.0,Started,Part3_3,Process0,M0
253,82.0,Finished,Part2_3,Process3,M3
254,82.0,Finished,Part3_2,Process1,M1
255,82.0,Finished,Part4_3,Process2,M2
256,82.0,Started,Part1_2,Process3,M3
257,82.0,Started,Part0_3,Process1,M1
258,82.0,Started,Part3_2,Process2,M2
259,83.0,Part2 Created,Part2_4,Source2,
260,83.0,Part1 Created,Part1_3,Source1,
261,83.0,Routing Start,Part2_4,Source2,
262,83.0,Routing Start,Part1_3,Source1,
263,83.0,Routing Finished,Part2_4,Source2,
264,83.0,Part transferred from Source,Part2_4,Process2,
265,83.0,Routing Finished,Part1_3,Source1,
266,83.0,Part transferred from Source,Part1_3,Process1,
267,84.0,Part4 Created,Part4_4,Source4,
268,84.0,Routing Start,Part4_4,Source4,
269,84.0,Routing Finished,Part4_4,Source4,
270,84.0,Part transferred from Source,Part4_4,Process4,
271,85.0,Finished,Part0_2,Process4,M4
272,85.0,Completed,Part0_2,Sink,
273,85.0,Started,Part2_3,Process4,M4
274,86.0,Finished,Part3_3,Process0,M0
275,87.0,Finished,Part1_2,Process3,M3
276,87.0,Finished,Part0_3,Process1,M1
277,87.0,Finished,Part3_2,Process2,M2
278,87.0,Completed,Part3_2,Sink,
279,87.0,Started,Part3_4,Process3,M3
280,87.0,Started,Part1_3,Process1,M1
281,87.0,Started,Part2_4,Process2,M2
282,88.0,Part4 Created,Part4_5,Source4,
283,88.0,Routing Start,Part4_5,Source4,
284,88.0,Routing Finished,Part4_5,Source4,
285,88.0,Part transferred from Source,Part4_5,Process4,
286,89.0,Finished,Part1_3,Process1,M1
287,89.0,Started,Part3_3,Process1,M1
288,90.0,Finished,Part2_3,Process4,M4
289,90.0,Finished,Part2_4,Process2,M2
290,90.0,Started,Part4_4,Process4,M4
291,90.0,Started,Part0_3,Process2,M2
292,90.0,Started,Part2_3,Process0,M0
293,91.0,Part1 Created,Part1_4,Source1,
294,91.0,Finished,Part3_4,Process3,M3
295,91.0,Routing Start,Part1_4,Source1,
296,91.0,Routing Finished,Part1_4,Source1,
297,91.0,Part transferred from Source,Part1_4,Process1,
298,91.0,Started,Part3_5,Process3,M3
299,92.0,Part4 Created,Part4_6,Source4,
300,92.0,Routing Start,Part4_6,Source4,
301,92.0,Routing Finished,Part4_6,Source4,
302,92.0,Part transferred from Source,Part4_6,Process4,
303,94.0,Finished,Part3_3,Process1,M1
304,94.0,Started,Part1_4,Process1,M1
305,95.0,Finished,Part4_4,Process4,M4
306,95.0,Finished,Part0_3,Process2,M2
307,95.0,Finished,Part2_3,Process0,M0
308,95.0,Finished,Part3_5,Process3,M3
309,95.0,Started,Part1_2,Process4,M4
310,95.0,Started,Part1_3,Process2,M2
311,95.0,Started,Part4_3,Process3,M3
312,95.0,Started,Part4_4,Process0,M0
313,96.0,Finished,Part1_4,Process1,M1
314,96.0,Started,Part2_3,Process1,M1
315,98.0,Part2 Created,Part2_5,Source2,
316,98.0,Routing Start,Part2_5,Source2,
317,98.0,Routing Finished,Part2_5,Source2,
318,98.0,Part transferred from Source,Part2_5,Process2,
319,99.0,Part1 Created,Part1_5,Source1,
320,99.0,Routing Start,Part1_5,Source1,
321,99.0,Routing Finished,Part1_5,Source1,
322,99.0,Part transferred from Source,Part1_5,Process1,
